RANK,GAME,NOTES
10,Ori and the Will of the Wisps,
9,Watch Dogs: Legion,
8,Hades,
7,Demon's Souls (2020),
6,Spider-Man: Miles Morales,
5,Final Fantasy VII (2020),
4,Fall Guys,
3,Animal Crossing: New Horizons,
2,Ghost of Tsushima,
1,The Last of Us Part II,
