RANK,GAME,
3.5,Thief: The Dark Project,*Listed as Thief Gold
3.5,System Shock 2,
3.5,EverQuest,
3.5,Homeworld,
3.5,Unreal Tournament,
3.5,Quake II,*BeOS Port!
3.5,Quake III Arena,*Weird list -- this lists Unreal Tournament again…
