RANK,GAME,NOTES
5,Batman: Arkham Knight,
5,Bloodborne,
5,Destiny: The Taken King,
5,Downwell,
5,Fallout 4,
5,Her Story,
5,Life is Strange,
5,Rocket League,
5,Splatoon,
5,The Witcher 3: Wild Hunt,
