RANK,GAME
5,Deus Ex
5,Baldur's Gate II: Shadows of Amn
5,Grand Prix 3
5,Martian Gothic: Unification
5,Quake III Arena
5,Metropolis Street Racer
5,Spider-Man
5,SSX
5,Perfect Dark
5,International Karate 2000
